tracker	detector	nn	learner	sum
2	680	0	0	682
2	723	0	0	725
3	742	0	5	750
3	479	1	5	488
3	693	2	5	703
2	551	0	5	558
3	800	0	5	808
3	479	2	5	489
2	694	2	5	703
2	516	1	5	524
3	765	1	5	774
3	602	3	5	613
3	720	3	5	731
3	502	3	5	513
2	694	3	5	704
3	489	4	5	501
2	671	4	5	682
3	572	5	5	585
3	694	3	5	705
3	601	4	5	613
